REPORTE DE LIMPIEZA DE DATOS
========================================
Venta 1: sin registro de stock previo, se elimina.
Venta 1673: sin registro de stock previo, se elimina.
Venta 1674: sin registro de stock previo, se elimina.
Venta 1675: sin registro de stock previo, se elimina.
Venta 1676: stock insuficiente (0 < 1) en 2024-03-03.
Venta 1677: sin registro de stock previo, se elimina.
Venta 1678: sin registro de stock previo, se elimina.
Venta 1679: sin registro de stock previo, se elimina.
Venta 1680: sin registro de stock previo, se elimina.
Venta 1681: sin registro de stock previo, se elimina.
Venta 1682: sin registro de stock previo, se elimina.
Venta 1683: stock insuficiente (0 < 2) en 2024-03-04.
Venta 1684: sin registro de stock previo, se elimina.
Venta 1685: sin registro de stock previo, se elimina.
Venta 1686: sin registro de stock previo, se elimina.
Venta 1687: sin registro de stock previo, se elimina.
Venta 1688: sin registro de stock previo, se elimina.
Venta 1689: stock insuficiente (0 < 3) en 2024-03-05.
Venta 1690: sin registro de stock previo, se elimina.
Venta 1691: sin registro de stock previo, se elimina.
Venta 1692: sin registro de stock previo, se elimina.
Venta 1693: sin registro de stock previo, se elimina.
Venta 1694: stock insuficiente (0 < 3) en 2024-03-06.
Venta 1695: sin registro de stock previo, se elimina.
Venta 1696: sin registro de stock previo, se elimina.
Venta 1697: sin registro de stock previo, se elimina.
Venta 1698: sin registro de stock previo, se elimina.
Venta 1699: stock insuficiente (0 < 3) en 2024-03-07.
Venta 1700: sin registro de stock previo, se elimina.
Venta 1701: sin registro de stock previo, se elimina.
Venta 1702: sin registro de stock previo, se elimina.
Venta 1703: sin registro de stock previo, se elimina.
Venta 1704: stock insuficiente (0 < 1) en 2024-03-08.
Venta 1705: sin registro de stock previo, se elimina.
Venta 1706: sin registro de stock previo, se elimina.
Venta 1707: sin registro de stock previo, se elimina.
Venta 1708: sin registro de stock previo, se elimina.
Venta 1709: stock insuficiente (0 < 2) en 2024-03-09.
Venta 1710: sin registro de stock previo, se elimina.
Venta 1711: sin registro de stock previo, se elimina.
Venta 1712: sin registro de stock previo, se elimina.
Venta 1713: sin registro de stock previo, se elimina.
Venta 1714: stock insuficiente (0 < 3) en 2024-03-10.
Venta 1715: sin registro de stock previo, se elimina.
Venta 1716: sin registro de stock previo, se elimina.
Venta 1717: sin registro de stock previo, se elimina.
Venta 1718: sin registro de stock previo, se elimina.
Venta 1719: sin registro de stock previo, se elimina.
Venta 1720: sin registro de stock previo, se elimina.
Venta 1721: sin registro de stock previo, se elimina.
Venta 1722: stock insuficiente (0 < 1) en 2024-03-11.
Venta 1723: sin registro de stock previo, se elimina.
Venta 1724: sin registro de stock previo, se elimina.
Venta 1725: sin registro de stock previo, se elimina.
Venta 1726: sin registro de stock previo, se elimina.
Venta 1727: sin registro de stock previo, se elimina.
Venta 1728: sin registro de stock previo, se elimina.
Venta 1729: stock insuficiente (0 < 1) en 2024-03-12.
Venta 1730: sin registro de stock previo, se elimina.
Venta 1731: sin registro de stock previo, se elimina.
Venta 1732: sin registro de stock previo, se elimina.
Venta 1733: sin registro de stock previo, se elimina.
Venta 1734: sin registro de stock previo, se elimina.
Venta 1735: sin registro de stock previo, se elimina.
Venta 1736: sin registro de stock previo, se elimina.
Venta 1737: sin registro de stock previo, se elimina.
Venta 1738: sin registro de stock previo, se elimina.
Venta 1739: stock insuficiente (0 < 2) en 2024-03-17.
Venta 1740: sin registro de stock previo, se elimina.
Venta 1741: sin registro de stock previo, se elimina.
Venta 1742: sin registro de stock previo, se elimina.
Venta 1743: sin registro de stock previo, se elimina.
Venta 1744: sin registro de stock previo, se elimina.
Venta 1745: stock insuficiente (0 < 5) en 2024-03-18.
Venta 1746: sin registro de stock previo, se elimina.
Venta 1747: sin registro de stock previo, se elimina.
Venta 1748: sin registro de stock previo, se elimina.
Venta 1749: sin registro de stock previo, se elimina.
Venta 1750: stock insuficiente (0 < 2) en 2024-03-19.
Venta 1751: sin registro de stock previo, se elimina.
Venta 1752: sin registro de stock previo, se elimina.
Venta 1753: sin registro de stock previo, se elimina.
Venta 1754: sin registro de stock previo, se elimina.
Venta 1755: stock insuficiente (0 < 5) en 2024-03-20.
Venta 1756: sin registro de stock previo, se elimina.
Venta 1757: sin registro de stock previo, se elimina.
Venta 1758: sin registro de stock previo, se elimina.
Venta 1759: sin registro de stock previo, se elimina.
Venta 1760: stock insuficiente (0 < 2) en 2024-03-21.
Venta 1761: sin registro de stock previo, se elimina.
Venta 1762: sin registro de stock previo, se elimina.
Venta 1763: sin registro de stock previo, se elimina.
Venta 1764: stock insuficiente (0 < 1) en 2024-03-22.
Venta 1765: sin registro de stock previo, se elimina.
Venta 1766: sin registro de stock previo, se elimina.
Venta 1767: stock insuficiente (0 < 3) en 2024-03-23.
Venta 1768: sin registro de stock previo, se elimina.
Venta 1769: sin registro de stock previo, se elimina.
Venta 1770: sin registro de stock previo, se elimina.
Venta 1771: sin registro de stock previo, se elimina.
Venta 1772: sin registro de stock previo, se elimina.
Venta 1773: sin registro de stock previo, se elimina.
Venta 1774: sin registro de stock previo, se elimina.
Venta 1775: sin registro de stock previo, se elimina.
Venta 1776: sin registro de stock previo, se elimina.
Venta 1777: sin registro de stock previo, se elimina.
Venta 1778: sin registro de stock previo, se elimina.
Venta 1779: sin registro de stock previo, se elimina.
Venta 1780: sin registro de stock previo, se elimina.
Venta 1781: sin registro de stock previo, se elimina.
Venta 1782: sin registro de stock previo, se elimina.
Venta 1783: stock insuficiente (0 < 2) en 2024-04-03.
Venta 1784: sin registro de stock previo, se elimina.
Venta 1785: sin registro de stock previo, se elimina.
Venta 1786: sin registro de stock previo, se elimina.
Venta 1787: sin registro de stock previo, se elimina.
Venta 1788: sin registro de stock previo, se elimina.
Venta 1789: sin registro de stock previo, se elimina.
Venta 1790: stock insuficiente (0 < 3) en 2024-04-04.
Venta 1791: sin registro de stock previo, se elimina.
Venta 1792: sin registro de stock previo, se elimina.
Venta 1793: sin registro de stock previo, se elimina.
Venta 1794: sin registro de stock previo, se elimina.
Venta 1795: sin registro de stock previo, se elimina.
Venta 1796: stock insuficiente (0 < 2) en 2024-04-05.
Venta 1797: sin registro de stock previo, se elimina.
Venta 1798: sin registro de stock previo, se elimina.
Venta 1799: sin registro de stock previo, se elimina.
Venta 1800: sin registro de stock previo, se elimina.
Venta 1801: stock insuficiente (0 < 3) en 2024-04-06.
Venta 1802: sin registro de stock previo, se elimina.
Venta 1803: sin registro de stock previo, se elimina.
Venta 1804: sin registro de stock previo, se elimina.
Venta 1805: sin registro de stock previo, se elimina.
Venta 1806: stock insuficiente (0 < 4) en 2024-04-07.
Venta 1807: sin registro de stock previo, se elimina.
Venta 1808: sin registro de stock previo, se elimina.
Venta 1809: sin registro de stock previo, se elimina.
Venta 1810: sin registro de stock previo, se elimina.
Venta 1811: stock insuficiente (0 < 4) en 2024-04-08.
Venta 1812: sin registro de stock previo, se elimina.
Venta 1813: sin registro de stock previo, se elimina.
Venta 1814: sin registro de stock previo, se elimina.
Venta 1815: sin registro de stock previo, se elimina.
Venta 1816: sin registro de stock previo, se elimina.
Venta 1817: sin registro de stock previo, se elimina.
Venta 1818: stock insuficiente (0 < 1) en 2024-04-09.
Venta 1819: sin registro de stock previo, se elimina.
Venta 1820: sin registro de stock previo, se elimina.
Venta 1821: sin registro de stock previo, se elimina.
Venta 1822: sin registro de stock previo, se elimina.
Venta 1823: stock insuficiente (0 < 1) en 2024-04-10.
Venta 1824: sin registro de stock previo, se elimina.
Venta 1825: sin registro de stock previo, se elimina.
Venta 1826: sin registro de stock previo, se elimina.
Venta 1827: sin registro de stock previo, se elimina.
Venta 1828: sin registro de stock previo, se elimina.
Venta 1829: sin registro de stock previo, se elimina.
Venta 1830: sin registro de stock previo, se elimina.
Venta 1831: sin registro de stock previo, se elimina.
Venta 1832: sin registro de stock previo, se elimina.
Venta 1833: sin registro de stock previo, se elimina.
Venta 1834: stock insuficiente (0 < 2) en 2024-04-17.
Venta 1835: sin registro de stock previo, se elimina.
Venta 1836: sin registro de stock previo, se elimina.
Venta 1837: sin registro de stock previo, se elimina.
Venta 1838: sin registro de stock previo, se elimina.
Venta 1839: sin registro de stock previo, se elimina.
Venta 1840: stock insuficiente (0 < 4) en 2024-04-18.
Venta 1841: sin registro de stock previo, se elimina.
Venta 1842: sin registro de stock previo, se elimina.
Venta 1843: sin registro de stock previo, se elimina.
Venta 1844: sin registro de stock previo, se elimina.
Venta 1845: stock insuficiente (0 < 5) en 2024-04-19.
Venta 1846: sin registro de stock previo, se elimina.
Venta 1847: sin registro de stock previo, se elimina.
Venta 1848: sin registro de stock previo, se elimina.
Venta 1849: sin registro de stock previo, se elimina.
Venta 1850: stock insuficiente (0 < 1) en 2024-04-20.
Venta 1851: sin registro de stock previo, se elimina.
Venta 1852: sin registro de stock previo, se elimina.
Venta 1853: sin registro de stock previo, se elimina.
Venta 1854: sin registro de stock previo, se elimina.
Venta 1855: stock insuficiente (0 < 7) en 2024-04-21.
Venta 1856: sin registro de stock previo, se elimina.
Venta 1857: sin registro de stock previo, se elimina.
Venta 1858: sin registro de stock previo, se elimina.
Venta 1859: stock insuficiente (0 < 1) en 2024-04-22.
Venta 1860: sin registro de stock previo, se elimina.
Venta 1861: sin registro de stock previo, se elimina.
Venta 1862: sin registro de stock previo, se elimina.
Venta 1863: sin registro de stock previo, se elimina.
Venta 1864: sin registro de stock previo, se elimina.
Venta 1865: sin registro de stock previo, se elimina.
Venta 1866: sin registro de stock previo, se elimina.
Venta 1867: sin registro de stock previo, se elimina.
Venta 1868: sin registro de stock previo, se elimina.
Venta 1869: sin registro de stock previo, se elimina.
Venta 1870: sin registro de stock previo, se elimina.
Venta 1871: sin registro de stock previo, se elimina.
Venta 1872: sin registro de stock previo, se elimina.
Venta 1873: sin registro de stock previo, se elimina.
Venta 1874: sin registro de stock previo, se elimina.
Venta 1875: sin registro de stock previo, se elimina.
Venta 1876: sin registro de stock previo, se elimina.
Venta 1877: sin registro de stock previo, se elimina.
Venta 1878: sin registro de stock previo, se elimina.
Venta 1879: sin registro de stock previo, se elimina.
Venta 1880: sin registro de stock previo, se elimina.
Venta 1881: stock insuficiente (0 < 4) en 2024-05-03.
Venta 1882: sin registro de stock previo, se elimina.
Venta 1883: sin registro de stock previo, se elimina.
Venta 1884: sin registro de stock previo, se elimina.
Venta 1885: sin registro de stock previo, se elimina.
Venta 1886: sin registro de stock previo, se elimina.
Venta 1887: sin registro de stock previo, se elimina.
Venta 1888: stock insuficiente (0 < 4) en 2024-05-04.
Venta 1889: sin registro de stock previo, se elimina.
Venta 1890: sin registro de stock previo, se elimina.
Venta 1891: sin registro de stock previo, se elimina.
Venta 1892: sin registro de stock previo, se elimina.
Venta 1893: sin registro de stock previo, se elimina.
Venta 1894: stock insuficiente (0 < 2) en 2024-05-05.
Venta 1895: sin registro de stock previo, se elimina.
Venta 1896: sin registro de stock previo, se elimina.
Venta 1897: sin registro de stock previo, se elimina.
Venta 1898: sin registro de stock previo, se elimina.
Venta 1899: stock insuficiente (0 < 4) en 2024-05-06.
Venta 1900: sin registro de stock previo, se elimina.
Venta 1901: sin registro de stock previo, se elimina.
Venta 1902: sin registro de stock previo, se elimina.
Venta 1903: sin registro de stock previo, se elimina.
Venta 1904: stock insuficiente (0 < 4) en 2024-05-07.
Venta 1905: sin registro de stock previo, se elimina.
Venta 1906: sin registro de stock previo, se elimina.
Venta 1907: sin registro de stock previo, se elimina.
Venta 1908: sin registro de stock previo, se elimina.
Venta 1909: stock insuficiente (0 < 2) en 2024-05-08.
Venta 1910: sin registro de stock previo, se elimina.
Venta 1911: sin registro de stock previo, se elimina.
Venta 1912: sin registro de stock previo, se elimina.
Venta 1913: sin registro de stock previo, se elimina.
Venta 1914: sin registro de stock previo, se elimina.
Venta 1915: sin registro de stock previo, se elimina.
Venta 1916: sin registro de stock previo, se elimina.
Venta 1917: sin registro de stock previo, se elimina.
Venta 1918: sin registro de stock previo, se elimina.
Venta 1919: sin registro de stock previo, se elimina.
Venta 1920: sin registro de stock previo, se elimina.
Venta 1921: sin registro de stock previo, se elimina.
Venta 1922: sin registro de stock previo, se elimina.
Venta 1923: sin registro de stock previo, se elimina.
Venta 1924: sin registro de stock previo, se elimina.
Venta 1925: sin registro de stock previo, se elimina.
Venta 1926: sin registro de stock previo, se elimina.
Venta 1927: sin registro de stock previo, se elimina.
Venta 1928: sin registro de stock previo, se elimina.
Venta 1929: sin registro de stock previo, se elimina.
